text,source
"
Si vous avez été en contact avec une personne ayant contracté la COVID-19, vous pouvez être infecté, même si vous vous sentez bien.Après avoir été en contact avec une personne ayant contracté la COVID-19, veuillez suivre les conseils ci-après :Appelez votre prestataire de soins ou la      ligne d’assistance téléphonique pour la COVID-19 afin de savoir où et      quand faire un test.Respectez les procédures de recherche des      contacts afin d’éviter que le virus ne se propage.Si vous n’avez pas la possibilité de vous      faire tester, restez chez vous et tenez-vous à distance des autres personnes      pendant 14 jours.Pendant cette quarantaine, ne vous rendez pas au travail,      à l’école ou dans des lieux publics. Demandez à quelqu’un de vous porter      des provisions.Tenez-vous à au moins un mètre de distance      des autres, même des membres de votre famille.Portez un masque médical pour protéger les      autres, y compris si/quand vous devez consulter un médecin.Lavez-vous les mains fréquemment.Restez dans une pièce séparée des autres      membres de la famille, et si ce n’est pas possible, portez un masque      médical.Veillez à ce que la pièce soit bien ventilée.Si vous partagez une chambre, éloignez les      lits d’au moins un mètre l’un de l’autre.Surveillez l’apparition de tout symptôme      pendant 14 jours.  Gardez une attitude positive, en restant en      contact avec vos proches par téléphone ou par Internet, et en restant physiquement actif chez soi.Si vous avez de la fièvre et vivez dans une région où le paludisme ou la dengue sévit, consultez un médecin. Pour vous rendre à l’établissement de santé, ainsi que pendant les soins médicaux, portez un masque, tenez-vous à au moins un mètre de distance des autres et évitez de toucher des surfaces avec vos mains. Cette règle s’applique aux adultes et aux enfants. Pour plus d’informations, consultez nos questions-réponses sur le paludisme et la COVID-19. 
",Organisation mondiale de la santé
"
Le délai entre l’exposition à la COVID-19 et le moment où les symptômes commencent à se manifester est, en moyenne, de 5-6 jours et peut aller de 1 à 14 jours. C’est pourquoi il est conseillé aux personnes qui ont été exposées au virus de rester chez elles, à l’écart des autres, pendant 14 jours, afin d’éviter la propagation du virus, en particulier lorsqu’il est difficile de se faire tester.
",Organisation mondiale de la santé
"
Oui. Il existe trois vaccins COVID-19 pour lesquels certaines autorités nationales de réglementation ont homologué l’utilisation. Aucun d’entre eux n’a encore reçu l’autorisation au titre de la procédure d’urgence (EUL)/de préqualification de l’OMS, mais nous prévoyons une évaluation du vaccin Pfizer d’ici à la fin du mois décembre et pour certains des autres candidats peu de temps après.  De vastes études portant sur l’efficacité et sur l’innocuité de cinq vaccins candidats, y compris les trois en question (les deux autres étant ceux de Moderna et d’AstraZeneca), ont été rendues publiques par voie de communiqué de presse, mais une seule entreprise (AstraZeneca) a publié des résultats dans une revue à comité de lecture. Nous nous attendons à voir d’autres rapports de ce genre dans un avenir proche. Il est probable que d’autres candidats seront soumis à l’approbation des autorités de réglementation. De nombreux vaccins candidats potentiels contre la COVID-19 sont en développement.  Dès lors qu’un vaccin a donné la preuve de son innocuité et de son efficacité, il doit être homologué par des autorités nationales de réglementation, fabriqué selon des normes rigoureuses et distribué. L’OMS collabore avec des partenaires du monde entier pour aider à coordonner les grandes étapes de ce processus, notamment pour garantir un accès équitable à des vaccins efficaces et sans danger contre la COVID-19 pour les milliards de personnes qui en auront besoin. Pour plus d’informations sur la mise au point du vaccin contre la COVID-19, cliquez ici.
",Organisation mondiale de la santé
"
Si vous présentez des symptômes évocateurs de la COVID-19, appelez votre prestataire de soins ou la ligne d’assistance téléphonique afin d’obtenir des instructions et de savoir quand et où vous faire
tester, restez chez vous pendant 14 jours, à l’écart des autres et surveillez votre état de santé.Si vous ressentez un essoufflement, des douleurs ou une sensation d’oppression dans la poitrine, consultez immédiatement un médecin. Appelez au préalable votre prestataire de soins ou la ligne d’assistance téléphonique
pour savoir où se trouve l’établissement de santé approprié.Si vous avez de la fièvre et vivez dans une région où le paludisme ou la dengue sévit, consultez un médecin.Si les directives locales recommandent de se rendre dans un centre médical pour effectuer un test,
une évaluation ou un isolement, portez un masque médical pendant le trajet et pendant les soins. Tenez-vous également à au moins un mètre de distance des autres et évitez de toucher des surfaces avec vos mains.
Cette règle s’applique aux adultes et aux enfants.
                            ",Organisation mondiale de la santé
"
Les scientifiques du monde entier tentent de trouver et de mettre au point des traitements contre la COVID-19.Les soins de soutien les plus efficaces sont l’oxygénothérapie pour les patients dans un état grave et ceux qui risquent de développer une forme grave de la maladie, ainsi qu’une assistance respiratoire plus
poussée, comme la ventilation pour les patients dans un état critique.La dexaméthasone est un corticostéroïde qui peut contribuer à réduire la durée de placement sous respirateur et à
sauver des patients dans un état grave ou critique. Pour en savoir plus, lisez nos questions-réponses sur la dexaméthasone.Les résultats de l’essai clinique Solidarity, coordonné par l’Organisation mondiale de la Santé, indiquent que les schémas thérapeutiques à base de remdesivir, d’hydroxychloroquine, de lopinavir/ritonavir et d’interféron semblent avoir peu ou pas d’effet sur la mortalité à 28 jours ou sur
l’évolution de la maladie chez les patients hospitalisés.Il n’a pas été démontré que l’hydroxychloroquine offre un quelconque intérêt pour le traitement de la COVID-19. Pour en savoir plus, lisez nos questions-réponses sur l’hydroxychloroquine.L’OMS
déconseille l’usage de tout médicament en automédication, y compris les antibiotiques, pour prévenir ou guérir la COVID-19. Elle coordonne des efforts pour mettre au point des traitements contre la COVID-19 et
continuera à communiquer de nouvelles informations à mesure qu’elles seront disponibles.
",Organisation mondiale de la santé
"
Les antibiotiques n’agissent pas contre les virus, mais seulement contre les infections bactériennes. La COVID-19 étant causée par un virus, les antibiotiques sont inefficaces. Les antibiotiques ne doivent pas être utilisés
comme moyen de prévention ou de traitement de la COVID-19.À l’hôpital, les médecins utilisent parfois des antibiotiques pour prévenir ou traiter une co-infection bactérienne qui peut être une
complication de la COVID-19 chez les patients dans un état grave. Les antibiotiques doivent être utilisés uniquement selon les instructions d’un médecin pour traiter une infection bactérienne.

                            ",Organisation mondiale de la santé
"
Les antibiotiques n’agissent pas contre les virus, mais seulement contre les infections bactériennes. La COVID-19 étant causée par un virus, les antibiotiques sont inefficaces. Les antibiotiques ne doivent pas être utilisés
comme moyen de prévention ou de traitement de la COVID-19.À l’hôpital, les médecins utilisent parfois des antibiotiques pour prévenir ou traiter une co-infection bactérienne qui peut être une
complication de la COVID-19 chez les patients dans un état grave. Les antibiotiques doivent être utilisés uniquement selon les instructions d’un médecin pour traiter une infection bactérienne.

                            ",Organization mondiale de la santé
"Les antibiotiques n’agissent pas contre les virus, mais seulement contre les infections bactériennes. La COVID-19 étant causée par un virus, les antibiotiques sont inefficaces. Les antibiotiques ne doivent pas être utilisés
comme moyen de prévention ou de traitement de la COVID-19.",Organization mondiale de la santé
"Selon un communiqué de l'Agence européenne du médicament, une demande d'autorisation de mise sur le marche du vaccin développé par le laboratoire AstraZeneca/Oxford a été déposée. L'agence a précisé qu'elle pourrait prendre sa décision le 29 janvier.",topsante.com
"Rappelons que celle-ci a déjà donné son feu vert au vaccin Pfizer et le 8 janvier dernier, à celui des laboratoires Moderna.",topsante.com
"Le vaccin Moderna peut être utilisé ""chez les personnes de 18 ans, y compris les plus âgées et celles présentant des comorbidités du fait de son efficacité équivalente à celle du vaccin Pfizer et de son profil de tolérance globalement satisfaisant"", a validé la HAS.",topsante.com
"C'est une bonne nouvelle : le vaccin développé par le géant pharmaceutique américain Pfizer, partenaire du fabricant de médicaments allemand BioNTech, est efficace à 95%, c'est à dire que les personnes vaccinées ont 95% de risque en moins de contracter le Covid-19. Les résultats complets des essais cliniques ont été publiés le 10 décembre dans la revue américaine, le New England Journal of Medicine. Selon les experts indépendants qui ont analysé les résultats, le vaccin a une efficacité similaire quels que soient l'âge, le sexe, l'origine ethnique, le poids ou la présence de pathologies. Cela confirme les résultats annoncés par le laboratoires. ",topsante.com
"Quel est le résultat ? Dans cet essai de phase 3, sur un panel de 43 661 patients répartis dans 150 lieux dans le monde, 170 personnes sont tombées malades dans chaque groupe : 162 dans le groupe placebo et seulement 8 dans le groupe vacciné. Parmi ces personnes contaminées, 9 cas sévères ont été observés dans le groupe placebo, et seulement 1 dans le groupe vacciné.",topsante.com
"Une fois décongelés, ils doivent être utilisés rapidement : ils se conservent seulement 5 jours dans un réfrigérateur.",topsante.com
"Selon la FDA, des effets indésirables ""modérés"" ont été signalés, ils ne duraient en moyenne que quelques jours :",topsante.com
"Une personne sur environ 100 000 a manifesté une réaction allergique grave après avoir reçu une dose du vaccin de Pfizer-BioNTech contre le coronavirus, ont annoncé  les autorités sanitaires américaines, soulignant que les bénéfices de la vaccination étaient bien supérieurs aux risques potentiels. Le chiffre a été calculé par les Centres de prévention et de lutte contre les maladies (CDC), qui ont recensé 21 cas de chocs anaphylactiques, une réaction allergique grave, sur un total de 1 893 360 injections du vaccin effectuées entre le 14 et le 23 décembre. Soit un taux de 11,1 chocs anaphylactiques par million de doses administrées.",topsante.com
"L’efficacité apparaît légèrement plus faible parmi les personnes de plus de 65 ans, mais elle reste très élevée : 86 %. Point faible néanmoins, les données ne sont pas suffisantes pour évaluer l'efficacité de ce vaccin chez les plus de 75 ans (effectif trop faible).",topsante.com
"Atout non négligeable, même si cela reste à confirmer, le vaccin semble prévenir non seulement la maladie mais l’infection. ",topsante.com
"A la différence du vaccin de Pfizer, celui de Moderna repose sur des ARN plus stables, donc les conditions de conservation ne sont pas aussi contraignantes : il se conserve jusqu'à six mois dans un congélateur, à -20 °C, puis jusqu'à trente jours dans un frigo ""normal"", alors que celui de son confrère nécessite une température de moins 70 degrés, donc des congélateurs spéciaux.",topsante.com
"Les vaccins à ARN messagers sont connus pour susciter des réactions, comme des maux de tête, de la fatigue, quelques douleurs, mais pas d'effets secondaires graves. Moderna, dans sa communication, déclare 8,9 % de myalgie (douleurs musculaires), 9,7 % de fatigue et 4,5 % de maux de tête. Les évaluateurs de la FDA observent une très forte réactogénicité, à savoir un effet secondaire local dans les jours qui suivent l’injection. En effet, 94 % des personnes vaccinées ont fait état de réactions locales (douleurs au point d’injection, rougeurs) ou systémiques (fatigue, maux de tête, douleurs musculaires ou articulaires…). Aucun effet secondaire sévère n’a néanmoins été attribué au vaccin. Son rôle apparaît juste établi dans un cas de nausées persistantes et dans deux cas de réactions inflammatoires au visage chez des femmes ayant subi des injections cosmétiques. Les experts ignorent encore s’il existe un lien de causalité entre le produit et trois cas de paralysie faciale, dite ""de Bell"", mais ils recommandent une surveillance.",topsante.com
Il est déjà autorisé au Royaume-Uni.,topsante.com
"Le 8 décembre, le laboratoire annonce que son vaccin est devenu le premier à voir ses résultats d'efficacité validés par une revue scientifique, en l'occurrence The Lancet. Les résultats confirment que ce vaccin est efficace à 70% en moyenne, conformément à ce qu'avait annoncé le laboratoire le 23 novembre dernier dans un communiqué. AstraZeneka y communiquait les résultats préliminaires de la phase 3 menée sur plus de 20 000 volontaires au Royaume-Uni, au Brésil, en Afrique du Sud ou encore aux Etats-Unis.",topsante.com
On y apprend que l'efficacité varie selon la dose de vaccin :,topsante.com
"Pourquoi cette différence ? Selon le directeur général du laboratoire britannique, la différence de résultats viendrait de deux protocoles différents et l'injection de la demi-dose serait en fait liée à une erreur. C'est ce qui explique que seuls 3 000 patients aient suivi ce protocole.",topsante.com
"Toutefois, comme les résultats semblent montrer que ce premier schéma d'injection (une demi-dose, puis une dose) entraîne une meilleure réponse immunitaire, il faut maintenant poursuivre l'étude sur un plus grand nombre de personnes.",topsante.com
"Rappelons que l'essai avait été stoppé à deux reprises, une fois après le décès d'un volontaire au Brésil fin octobre, non lié au vaccin puisque la victime avait reçu un placebo. De plus, l'essai avait été suspendu en septembre en raison de l'apparition d'une maladie ""inexpliquée"", avant de reprendre après que la Medicines Health Regulatory Authority (MHRA), un comité d'experts indépendants, ait donné son feu vert.",topsante.com
L'Europe a signé un accord avec AstraZeneca pour garantir la fourniture à l'Union européenne de 400 millions de doses d'un futur vaccin contre le Covid-19.,topsante.com
"Au niveau mondial, AstraZeneca dit avancer rapidement dans la fabrication prévue de 3 milliards de doses, qui seront disponibles en 2021.",topsante.com
"Point positif: le vaccin utilise une technologie plus traditionnelle que Pfizer, ce qui le rend moins coûteux et plus facile à stocker puisqu'il n'a pas besoin d'être conservé à très basse température. Grâce à une ""chaîne d'approvisionnement simple"", le vaccin ""sera accessible et disponible à travers le monde"", estime Pascal Soriot, directeur général d'AstraZeneca.",topsante.com
"Comme le veut le process, un comité indépendant pour la sécurité des patients avait été saisi pour déterminer les causes de l'état de santé du participant.",topsante.com
"Ce 8 décembre, le laboratoire annonce viser le mois de janvier pour des résultats de la phase 3 sur l'efficacité et la sûreté.",topsante.com
"L'efficacité est pour l'heure indéterminée. Les premiers résultats des tests de phase 1/2 menés sur le candidat-vaccin développé par Johnson&Johnson avaient été publiés dans la revue Nature fin juillet. Ils montraient que le vaccin expérimental, basé sur un vecteur adénovirus (Ad26.COV2.S) induit une réponse immunitaire ""robuste"".",topsante.com
"Il s'agit du même principe que le vaccin développé par AstraZeneka. Ici, l'objectif est d'injecter un virus inoffensif que l'on appelle ""vecteur viral"". Celui-ci transporte un fragment d'ADN codant pour la protéine de surface du SARS-CoV-2, la protéine Spike. Une fois arrivé dans les cellules, le vecteur viral produit donc la protéine S. La présence de celle-ci va activer le système immunitaire.",topsante.com
"Le laboratoire pharmaceutique allemand Curevac a annoncé ce 14 décembre le lancement de la troisième et dernière phase d'essais cliniques à grande échelle en vue de l'autorisation de son vaccin contre le Covid-19. L'étude, à grande échelle, doit être menée en Europe et en Amérique du Sud sur ""plus de 35.000 participants"", affirme l'entreprise.",topsante.com
"A ce stade, elle est indéterminée. La deuxième phase d'essais cliniques a été lancée fin septembre par le laboratoire allemand, avec une étude menée au Pérou et au Panama sur 690 volontaires. Les résultats de ces essais ne sont pas encore connus mais devraient être publiés au cours du quatrième trimestre 2020, selon Curevac.",topsante.com
"Comme ses concurrents Pfizer et Moderna, le vaccin des laboratoires CureVac utilise la technologie de l'ARN messager.",topsante.com
"Jeudi 24 septembre, la société américaine de biotechnologie Novavax a annoncé qu'elle avait commencé au Royaume-Uni un essai clinique de phase 3 de son vaccin expérimental. L'essai a pour objectif d'inclure 10 000 participants. ""En raison du haut niveau actuel de transmissions de SARS-CoV-2, et étant donné qu'il continuera probablement à être élevé au Royaume-Uni, nous sommes optimistes quant à un recrutement rapide, ce qui permettrait d'obtenir des résultats à court terme de l'efficacité"", du vaccin de Novavax, a déclaré dans un communiqué Gregory Glenn, directeur de la recherche et du développement.",topsante.com
"Novavax a reçu plus de 1,6 milliard de dollars d'argent public américain pour financer la production de 100 millions de doses.",topsante.com
"""Ce matin, pour la première fois au monde, un vaccin contre le nouveau coronavirus a été enregistré"" (...) ""je sais qu'il est assez efficace, qu'il donne une immunité durable"". Cette annonce le 11 août dernier de Vladimir Poutine, qui assurait même que sa fille se l'était fait inoculer, avait fait grand bruit et suscité les doutes de la communauté scientifique mondiale. Le porte-parole de l'OMS Christian Lindmeier avait alors précisé que la Russie n'avait rien transmis ""d'officiel"".",topsante.com
"Cette technique a d'ailleurs est également utilisée dans le cadre de la recherche d'un vaccin contre Ebola. Le principe est d'injecter non pas un virus SARS-CoV2 atténué, mais un autre virus, un adénovirus modifié, pour apprendre à l'organisme à combattre le coronavirus. L'adénovirus est en effet capable, une fois dans l'organisme, de synthétiser des protéines dites ""S"" présentes à la surface des SRAS-CoV-2. Ainsi le système immunitaire apprend à reconnaître cette protéine de surface et à la combattre.",topsante.com
"Bien que ce vaccin n'ait pas été approuvé commercialement, il est déjà proposé dans la province chinoise de Zhejiang après avoir obtenu une autorisation d'""utilisation d'urgence"", auraient annoncé le 15 octobre les autorités. Ces vaccinations d'urgence sont recommandées en priorité aux habitants les plus exposés, comme le personnel médical, les personnes en contact avec le public, les douaniers ou encore les voyageurs devant se rendre dans des pays à risque.",topsante.com
"L'enjeu pour la Chine, au-delà de prouver l'efficacité d'un vaccin est de montrer qu'elle peut le produire à grande échelle.  De plus, elle doit tester son vaccin sur des milliers de patients alors même que l'épidémie est quasi éteinte sur le sol chinois. C'est pour cette raison, que l'essai de phase 3 a débuté fin juillet au Brésil, deuxième pays le plus touché au monde. Au total, le vaccin doit être injecté à 9 000 volontaires dans six états brésiliens.",topsante.com
"Le candidat vaccin développé par l'Institut des produits biologiques de Wuhan avec Sinopharm, fait l'objet d'une approbation pour un usage limité. Il s'agit d'un vaccin à virus inactivé. L'étude de phase 1-2 a montré ""un faible taux d'effets indésirables"" et une production d'anticorps chez les volontaires. La phase 3 est lancée depuis le 14 septembre, avec près de 5 000 volontaires aux Emirats arabes unis, et 2 000 autres au Pérou.",topsante.com
"Des billets de banque sont contagieux – VRAI, mais…",rtbf.be
"Le SARS-CoV-2 appartient à la famille des coronavirus (CoV), dénomination liée à la « couronne » que forment certaines protéines à la surface de ces virus. Il a été identifié pour la première fois à Wuhan en Chine, en décembre 2019.",inserm.fr
"Plusieurs coronavirus sont déjà connus pour être capables d’infecter les humains : trois coronavirus saisonniers responsables de symptômes hivernaux sans gravité (rhumes), le SARS-CoV responsable du syndrome respiratoire aigu sévère (SRAS) et le MERS-CoV responsable d’une atteinte respiratoire potentiellement sévère (Middle East Respiratory Syndrome). Le SARS-CoV-2 est le septième coronavirus pathogène pour l'Homme. Il est responsable de la maladie Covid-19 (COronaVIrus Disease 2019).",inserm.fr
"SARS-CoV-2 est un virus à ARN enveloppé, dont le génome (30 kilobases) code pour 15 gènes dont 4 correspondant à des protéines de structure : une protéine de surface (protéine Spike ou S), une protéine de membrane (M), une protéine d'enveloppe (E) et une protéine de nucléocapside (N).",inserm.fr
"Ce génome présente 79% d’homologie avec le SARS-CoV et 52% d’homologie avec le MERS-CoV. Le coronavirus dont il est le plus proche phylogénétiquement est RaTG13-CoV, un coronavirus qui infecte les chauves-souris (96% d’homologie).",inserm.fr
"D’une manière générale, les virus à ARN peuvent muter plus facilement que les virus à ADN. Cela tient à leur façon de répliquer leur génome lorsqu’ils se multiplient, un processus qui a tendance à générer des erreurs. Toutefois, comme d’autres coronavirus, SARS-CoV-2 est plutôt stable car il possède une enzyme qui corrige ces erreurs (une exoribonucléase). Depuis le début de l’épidémie, plusieurs dizaines de mutations du SARS-CoV-2 ont été décrites dans la littérature. Le plus souvent, il s’agit de la modification d’un seul nucléotide, mais des délétions de gènes sont aussi rapportées.",inserm.fr
"À ce jour, il n’y a pas d’élément pour dire que certaines de ces mutations rendent le virus plus virulent, c'est-à-dire capable de provoquer une maladie plus grave. Toutefois, certaines mutations récemment apparues, notamment celles portées par le ""variant britannique"", semble conférer au virus une plus grande infectiosité : il pourrait se transmettre plus facilement de personne à une personne.",inserm.fr
"L’origine du SARS-CoV-2 n’est pas totalement élucidée. Particulièrement fréquents chez certains animaux, les coronavirus ne franchissent qu’épisodiquement la barrière d’espèces pour infecter l’Homme. Il existe cependant des exceptions, comme le SARS-CoV qui a été accidentellement transmis à l’Homme via la consommation de civettes masquées et le MERS-CoV via les dromadaires.",inserm.fr
"Le SARS-CoV-2 est génétiquement plus proche des virus infectant les chauve-souris que du MERS-CoV ou du SARS-CoV. Mais, jusqu’à présent, aucune transmission virale directe n’a été décrite entre cette espèce et l’humain. C’est pourquoi les chercheurs estiment probable que la transmission à l’Homme a eu lieu par le biais d’une espèce hôte intermédiaire. Le pangolin a été initialement identifié comme porteur d’un coronavirus proche du SARS-CoV-2, toutefois plusieurs éléments laissent douter de cette possibilité, notamment parce que les séquences génétiques du virus responsable de l’épidémie actuelle et celles du coronavirus qui infecte le pangolin conservent des différences significatives.",inserm.fr
Restent deux hypothèses :,inserm.fr
Aucune donnée ne va dans le sens d’un échappement accidentel du virus depuis un laboratoire.,inserm.fr
Le SARS-CoV-2 se transmet depuis une personne infectée vers une personne non infectée par deux voies principales :,inserm.fr
"Des gouttelettes (1 µm à 1 mm) sont émises par notre bouche et notre nez lorsque nous parlons, crions, chantons, toussons ou éternuons. Les aérosols correspondent quant à eux à des suspensions de particules plus petites (quelques nanomètres à 100 µm), à l’image de la vapeur produite par notre respiration par temps froid. Il existe en réalité un continuum entre gouttelettes et aérosol qui, dans la pratique, rend artificielle la distinction entre ces deux modes de vectorisation du virus.",inserm.fr
"Concrètement, en l’absence de masque, une personne infectée émet des gouttelettes chargées de virus, dont les plus grosses se déposent par gravité sur les surfaces à proximité immédiate. Une personne saine peut alors s’infecter en touchant la zone contaminée avec les mains puis en les portant à sa bouche, son nez ou ses yeux. Le virus peut persister plusieurs heures sur une surface inerte contaminée. La durée de sa persistance varie selon la nature de la surface, les conditions de température, d’humidité et de luminosité environnantes.",inserm.fr
"Mais ce n’est pas tout : plus le diamètre des gouttelettes émises par la personne infectée est faible, plus ces gouttelettes peuvent être entraînées à distance par l’air ambiant, et y rester en suspension. Le virus peut ainsi s’accumuler dans l’air intérieur d’un local mal ventilé et conduire à sa transmission aéroportée.",inserm.fr
"Le virus est rarement présent dans le sang, le sperme, les sécrétions vaginales, les urines ou les selles. En réalité, cette situation concernerait essentiellement des personnes qui ont développé une forme grave de la maladie. Quoi qu’il en soit, aucun cas de transmission par ces différentes voies n’a été rapporté. Par ailleurs, les cas de transmission intra-utérine (au cours d’une grossesse, voir plus loin) sont exceptionnels et le virus n’a pas été identifié dans le lait maternel.",inserm.fr
